name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre
Rain in Forest,122000,False,38,Baby Sleep Sounds,Loopable Rain Sounds,0.193,0.89,8,-16.763,0.0611,0.00018,0.481,0.497,0.0503,116.664,5.0,sleep
White Noise Buffered,130000,False,35,Baby Sleep Sounds,White Noise Relaxation,0.197,0.951,1,-24.295,0.088,0.487,0.89,0.112,0.0164,136.722,4.0,sleep
Good King Wenceslas (Remastered 2014),125966,False,0,Traditional;Richard Benson and His Orchestra,"Remastered Christmas Classics, Richard Benson and His Orchestra",0.301,0.263,9,-9.867,0.028,0.31,0.158,0.144,0.212,106.886,4.0,sleep
Ocean White Noise,63875,False,35,Ocean Sounds;Calm Sea Sounds,Ocean Waves & Sounds Of The Sea,0.199,0.9,2,-14.243,0.117,0.301,0.989,0.441,0.0129,111.241,4.0,sleep
True Colours,143706,False,66,Tom Odell,True Colours,0.518,0.126,10,-12.102,0.0431,0.942,0.0,0.105,0.166,75.991,4.0,sleep
Thunderstorm Noise Loopable,87491,False,33,Calming Sounds;Thunderstorm Sound Bank;Rain Sounds & White Noise,Sleepy Rain,0.148,0.927,8,-13.897,0.0599,3.1e-05,0.992,0.444,0.0169,81.558,4.0,sleep
Perfect Natural White Noise as a Relaxing Ambient Sleep Aid (Nice Lullaby),596886,False,72,White Noise Baby Sleep,White Noise for Sleeping Babies,0.0808,0.189,10,-17.587,0.0983,0.785,0.968,0.125,1e-05,85.913,3.0,sleep
Fågelkvitter,220682,False,30,Avslappning Sound,"Avslappnande Musik - Sova Musik för Begrundan, Sömnproblem, Avslappning, Positivt Tänkande",0.149,0.0222,3,-26.971,0.0411,0.954,0.878,0.112,0.0382,91.881,3.0,sleep
Beach Spirits,136000,False,7,Avslappning Sound,Relaxed Spa,0.27,0.302,10,-12.902,0.0421,0.95,0.865,0.138,0.0354,71.349,4.0,sleep
Used to Me,179544,False,67,Luke Chiang,Used to Me,0.797,0.512,5,-7.315,0.143,0.318,8.98e-06,0.352,0.691,100.029,4.0,sleep
A Thousand Years (Piano Version),148369,False,59,Laura Sullivan,A Thousand Years (Piano Version),0.316,0.0831,10,-25.582,0.0427,0.989,0.929,0.161,0.276,148.688,3.0,sleep
Julestev,55626,False,0,Traditional;Ingeborg Dalheim,"Veni: Songs of Christmas, Vol. 2",0.345,0.0148,7,-24.442,0.045,0.986,0.0,0.0818,0.339,96.83,3.0,sleep
Rain Loop,94296,False,53,Lluvia para Dormir,Sleep Sounds,0.133,0.997,9,-17.098,0.0638,0.161,0.997,0.428,1e-05,69.62,4.0,sleep
La Boca Junta,228866,False,59,Melendi;Mau y Ricky,Likes y Cicatrices,0.662,0.834,11,-5.148,0.0405,0.51,0.0,0.0677,0.751,154.966,4.0,spanish
Estoy Contigo,297040,False,26,La Oreja de Van Gogh,Estoy Contigo,0.543,0.797,0,-6.426,0.0276,0.0146,0.0271,0.115,0.275,100.956,4.0,spanish
Devuelveme la Vida (with Antonio Orozco),243106,False,4,Malú;Antonio Orozco,Éxitos del Pop en Español de los Años 2000,0.631,0.512,2,-5.229,0.0278,0.72,0.0,0.099,0.23,80.797,4.0,spanish
Desde mi cielo,380680,False,33,Mägo de Oz,Gaia II,0.585,0.56,2,-7.083,0.0382,0.562,3.07e-05,0.0992,0.292,109.936,4.0,spanish
Joven para morir,202600,False,35,Ángeles Del Infierno,Joven Para Morir,0.614,0.694,2,-12.705,0.0665,0.00258,0.0,0.0671,0.603,76.838,4.0,spanish
Cielo hermético,239258,False,56,Fito y Fitipaldis,Cada vez cadáver,0.554,0.784,6,-7.591,0.0696,0.199,1.24e-05,0.084,0.689,167.386,4.0,spanish
Armas de Destrucción,228716,False,31,Elektroduendes,Salgo a la Calle,0.452,0.94,2,-7.563,0.0415,0.00279,0.00125,0.0634,0.771,112.673,4.0,spanish
Corazón Perfecto,205666,False,33,Magneto,La Historia De Magneto,0.576,0.471,7,-8.602,0.0305,0.332,0.0,0.121,0.258,139.963,4.0,spanish
Turnedo,278333,False,59,Ivan Ferreiro,Canciones para el tiempo y la distancia,0.621,0.615,9,-6.596,0.032,0.649,0.0,0.0891,0.179,102.954,4.0,spanish
Llovió - En vivo,208120,False,27,Presuntos Implicados,La Noche 2 desde la Ciudad de México / Zona Preferente,0.665,0.69,9,-7.602,0.0277,0.496,0.0,0.735,0.531,89.042,4.0,spanish
La flaca,261200,False,78,Jarabe De Palo,La Flaca,0.871,0.481,7,-9.068,0.0383,0.52,5.54e-05,0.0809,0.664,103.063,4.0,spanish
El Planeta Se Apaga,191626,False,31,Saratoga,Secretos y Revelaciones,0.478,0.933,5,-3.659,0.06,0.000301,0.000715,0.361,0.607,99.93,4.0,spanish
Déjalo ir,270146,False,40,Benny,Así,0.706,0.551,2,-5.462,0.0304,0.303,0.0,0.23,0.598,96.993,4.0,spanish
Nada Nuevo bajo el Sol,205840,False,1,Víctor Manuel,Éxitos del Pop en Español de los Años 2000,0.64,0.703,9,-4.604,0.0662,0.573,0.0,0.103,0.811,159.953,4.0,spanish
Otra Vez,208893,False,0,Coti,Triste Hora,0.586,0.785,4,-3.385,0.0263,0.0181,0.0,0.278,0.72,133.122,4.0,spanish
Súbete al tren de la alegría,123652,False,36,Duo Tiempo de Sol,20 Grandes Éxitos,0.692,0.876,9,-1.963,0.0467,0.181,0.0,0.223,0.983,127.651,4.0,spanish
Amores de barra,194666,False,29,Ella Baila Sola,Grandes Éxitos: Ella Baila Sola,0.604,0.827,7,-6.99,0.155,0.443,2.46e-06,0.201,0.315,172.065,4.0,spanish
Me Sabe Mal - Remix,196969,False,58,MARLENA;Bombai,Me Sabe Mal (Remix),0.701,0.813,7,-5.097,0.0517,0.0735,0.0,0.274,0.797,99.117,3.0,spanish
Los Domingos No Se Toman Decisiones,200892,False,50,Pole.;Pablo Alborán,Los Domingos No Se Toman Decisiones,0.629,0.364,7,-7.911,0.0346,0.792,0.0,0.137,0.705,139.508,4.0,spanish
Diazepam,217400,False,58,Leiva;Natalia Lafourcade,Cuando Te Muerdes el Labio,0.436,0.46,4,-6.037,0.0307,0.62,0.0,0.17,0.384,180.124,3.0,spanish
Deray,277026,False,28,Rosana,Lunas rotas,0.546,0.374,0,-9.501,0.0275,0.75,0.000199,0.113,0.363,77.011,4.0,spanish
Cancion Fronteriza,201173,False,28,Carlos Sadness,Ciencias Celestes,0.55,0.563,4,-10.004,0.0345,0.353,0.187,0.111,0.305,101.034,4.0,spanish
Forward,241266,False,23,Deluxe,Boys & Girl,0.651,0.579,5,-8.088,0.0379,0.464,0.0256,0.111,0.538,124.004,4.0,spanish
Nena (Dueto 2007),259213,False,29,Miguel Bosé;Paulina Rubio,Nena [Dueto 2007],0.693,0.933,10,-5.246,0.0433,0.00676,0.000183,0.276,0.608,121.976,4.0,spanish
Como la Primera Vez,158519,False,36,Cyclo;Zarcort,La Oveja Negra,0.741,0.358,8,-13.815,0.0767,0.709,1.47e-06,0.179,0.547,134.954,4.0,spanish
Decia Que Era Mia,215172,True,23,Sayian Jimmy;yammir;Nysix Music,Decia Que Era Mia,0.705,0.774,7,-2.501,0.165,0.138,8e-05,0.0993,0.696,174.071,4.0,spanish
Insurrección - 2008 Remaster,133040,False,63,El Último De La Fila,Enemigos de lo ajeno (2008 Remaster),0.635,0.794,0,-4.74,0.0318,0.0608,0.0,0.135,0.78,139.313,4.0,spanish
Tu Serás Nuestro Dios,205226,True,25,Rat-Zinger;Gatillazo,Rock'n'roll para Hijos de Perra,0.48,0.968,1,-3.869,0.0656,6.62e-06,0.000959,0.0607,0.389,119.008,4.0,spanish
Mi Persona Favorita,239972,False,0,Alejandro Sanz;Camila Cabello,Dulce Balada,0.581,0.659,8,-7.511,0.116,0.538,0.0,0.0656,0.577,155.945,4.0,spanish
Emborracharme,212026,False,64,Lori Meyers,Impronta,0.515,0.866,7,-6.818,0.0486,0.539,0.00136,0.352,0.91,156.013,3.0,spanish
El señor de los gramillos - 2015,306066,False,35,Mägo de Oz,Finisterra Ópera Rock,0.213,0.992,7,-3.64,0.181,0.011,0.00733,0.144,0.39,79.989,4.0,spanish
Me Falta el Aliento,218173,False,59,Estopa,Estopa,0.53,0.748,0,-9.731,0.112,0.204,0.000222,0.338,0.632,124.875,4.0,spanish
El Jugador,173240,False,2,Sidecars,Éxitos del Pop en Español de los Años 2000,0.416,0.904,9,-3.184,0.0541,0.0464,0.000294,0.259,0.525,153.915,4.0,spanish
Mi Chaqueta de Cuero,175177,True,42,C.R.O,C.R.O - Mdbcrew Vol 2,0.735,0.509,5,-8.174,0.0684,0.773,0.0484,0.0948,0.32,137.068,4.0,spanish
Rosas,237146,False,7,La Oreja de Van Gogh,Éxitos del Pop en Español de los Años 2000,0.773,0.691,9,-4.539,0.0268,0.655,2.77e-06,0.111,0.529,106.988,4.0,spanish
205,244840,True,30,Isusko,Diablo,0.6,0.655,5,-5.943,0.153,0.00847,0.129,0.209,0.374,88.01,4.0,spanish
Te amo (feat. Chenoa),251550,False,29,Sergio Dalma;Chenoa,Te amo EP,0.439,0.539,5,-5.397,0.0324,0.429,0.0,0.0945,0.468,184.126,3.0,spanish
Penúltimo beso (feat. Miguel Campello),212015,False,52,Taburete;Miguel Campello,Penúltimo beso (feat. Miguel Campello),0.574,0.654,2,-5.98,0.126,0.205,0.0,0.123,0.406,140.043,4.0,spanish
USA (feat. JaguarClaw),181115,True,30,Yung Beef;Pablo Chill-E;Jaguarclaw,Shishi Plugg,0.665,0.727,1,-5.994,0.223,0.0961,0.0,0.0952,0.305,161.954,4.0,spanish
Antes Que Ver El Sol,221626,False,0,Coti;Dani Martín,Pop x siempre,0.677,0.689,9,-7.494,0.0312,0.0833,0.0,0.167,0.887,134.045,4.0,spanish
Dile a los demás,209925,False,56,Dani Fernández,Dile a los demás,0.743,0.895,10,-4.617,0.0357,0.00615,1.83e-06,0.0551,0.945,139.953,4.0,spanish
A ver qué pasa - Estrella Damm 2021,232350,False,59,Rigoberta Bandini,A ver qué pasa - Estrella Damm 2021,0.562,0.655,7,-9.207,0.0514,0.0159,0.00953,0.122,0.398,129.929,4.0,spanish
Indios y Vaqueros,184000,False,63,Sinsinati;Álvaro De Luna,Indios y Vaqueros,0.606,0.797,8,-6.23,0.0702,0.0607,0.0,0.366,0.851,100.015,4.0,spanish
La Lola,197320,False,67,Café Quijano,La Extraordinaria Paradoja Del Sonido Quijano,0.725,0.79,9,-4.393,0.102,0.0646,0.00883,0.121,0.867,151.985,4.0,spanish
Shorty,183000,False,63,FERNANDOCOSTA,Tirititando,0.607,0.587,11,-8.409,0.171,0.101,0.0,0.139,0.26,171.946,4.0,spanish
Bby Yo,200448,False,23,Cyclo,Happy Piscis,0.725,0.68,7,-7.345,0.0503,0.284,0.0105,0.171,0.679,175.897,4.0,spanish
LA PLAYA,214193,False,56,Nil Moliner,LA PLAYA,0.768,0.576,7,-7.091,0.0596,0.228,0.0,0.294,0.619,99.997,4.0,spanish
La Llamada,240205,False,56,Leiva,La Llamada,0.623,0.488,2,-8.246,0.029,0.5,0.000211,0.131,0.169,114.019,4.0,spanish
Pajaros de Barro,246240,False,65,Manolo Garcia,Arena En Los Bolsillos,0.719,0.597,5,-5.964,0.106,0.485,0.0,0.0762,0.651,144.99,4.0,spanish
cómo dormiste?,112572,True,84,Rels B,cómo dormiste?,0.627,0.429,1,-8.255,0.234,0.238,0.0,0.122,0.565,126.426,5.0,spanish
Ya Lo Sé,219853,False,35,Natalia Jiménez,Homenaje a la Gran Señora,0.283,0.734,3,-5.122,0.0529,0.0264,0.0,0.18,0.386,159.878,3.0,spanish
Como Camarón,202026,False,70,Estopa,Estopa,0.499,0.721,9,-9.615,0.0564,0.216,9.74e-06,0.295,0.843,140.4,4.0,spanish
Porfa no te vayas,209712,False,72,Beret;Morat,Porfa no te vayas,0.589,0.853,10,-5.14,0.0581,0.371,0.0,0.137,0.792,171.976,4.0,spanish
Escondido en silencio,187036,False,31,Cyclo,En Silencio,0.712,0.818,9,-9.885,0.12,0.553,4.76e-06,0.112,0.527,143.975,4.0,spanish
El plan,170689,False,29,Gata Cattana,Banzai,0.68,0.652,4,-7.593,0.185,0.285,0.0,0.139,0.135,102.063,4.0,spanish
Descubriendote,176720,False,29,Rosana,Lunas Rotas: De casa a las ventas (Standard version),0.542,0.388,2,-8.589,0.0352,0.77,0.0,0.144,0.386,74.874,4.0,spanish
Mañana Que Ya No Estés,201770,False,41,Huichol Musical,Mañana Que Ya No Estés,0.736,0.495,9,-5.128,0.0425,0.156,0.0,0.125,0.846,168.023,3.0,spanish
Ni tú ni nadie,217000,False,70,Alaska Y Dinarama,Deseo Carnal,0.601,0.677,7,-10.564,0.0285,0.519,2.77e-06,0.153,0.677,137.813,4.0,spanish
Saturno,253760,False,79,Pablo Alborán,Prometo,0.278,0.572,7,-8.295,0.0407,0.392,0.0,0.063,0.311,95.351,3.0,spanish
No Puedo Vivir Sin Ti,254840,False,67,Los Ronaldos,4 Canciones,0.593,0.804,0,-4.917,0.037,0.412,0.0,0.109,0.596,128.425,4.0,spanish
Ven a mi casa esta navidad (remastered),277026,False,21,Luis Aguile,Luis Aguilé. Sus Grabaciones En Discos Showman Vol.2 (1968-1974),0.293,0.277,1,-11.509,0.0301,0.524,1.55e-06,0.145,0.342,177.641,4.0,spanish
Levántate y Anda,334106,False,31,Avalanch,El Ángel Caído,0.407,0.943,6,-7.147,0.141,0.00555,5.79e-05,0.205,0.324,180.056,4.0,spanish
Las cosas pequeñitas,277546,False,63,Nolasco,Como te dé la gana,0.805,0.719,7,-6.182,0.0415,0.638,0.0,0.068,0.743,95.508,4.0,spanish
Se Que Has Cambiado,199500,False,28,Cyclo;GARABATTO,Amor y Muerte,0.764,0.651,10,-8.043,0.0813,0.407,0.0,0.199,0.475,139.987,4.0,spanish
Malamorado,173195,False,35,Cyclo,Malamorado,0.695,0.706,9,-10.242,0.141,0.877,3.68e-06,0.112,0.332,97.07,4.0,spanish
Instintos Animales,266386,False,42,Kinky,Fierrro,0.682,0.807,10,-6.821,0.0331,0.0117,0.0954,0.0819,0.365,94.02,4.0,spanish
No Te Sueltes,243422,False,28,ZPU;Mäbu,Quiebro,0.726,0.807,9,-5.45,0.0893,0.169,0.0,0.145,0.12,134.962,4.0,spanish
Mariposas,196080,False,31,Natalia Jiménez,Creo en Mi,0.732,0.806,8,-4.758,0.0314,0.00522,0.0,0.0907,0.601,129.982,4.0,spanish
El Que Quiera Entender Que Entienda (Radio Edit),364576,False,27,Mägo de Oz,Rarezas,0.449,0.932,0,-4.57,0.136,0.0401,7.57e-05,0.215,0.339,151.801,4.0,spanish
Hay Secretos,208386,False,44,Canticuénticos,"¿Por Qué, Por Qué?",0.481,0.18,0,-11.993,0.0356,0.831,0.0,0.109,0.151,140.485,3.0,spanish
El del Medio de los Chichos,227013,False,58,Estopa,Estopa,0.603,0.842,9,-8.393,0.0466,0.14,0.0,0.199,0.741,90.447,4.0,spanish
Get Down - en confinement,263263,False,34,Deluxe,En confinement,0.674,0.718,7,-6.403,0.138,0.229,0.00151,0.0703,0.721,74.865,4.0,spanish
Fue Un Placer Conocerte,176920,False,35,Natalia Jiménez,"México de Mi Corazón, Vol. 2",0.458,0.424,5,-5.697,0.0325,0.605,0.0,0.123,0.473,167.028,4.0,spanish
Pero a tu lado,195226,False,64,Los Secretos,Dos Caras Distintas,0.482,0.857,6,-4.841,0.105,0.367,6.5e-05,0.0756,0.87,79.105,4.0,spanish
La Última Canción,184748,False,76,Rels B,LA ISLA LP,0.793,0.605,1,-4.952,0.119,0.426,0.0,0.334,0.268,91.068,4.0,spanish
sea foam,139090,False,30,sound butler,sea foam,0.73,0.356,0,-10.137,0.0509,0.741,0.908,0.383,0.266,88.011,4.0,study
Equanimity,162857,False,34,Tenno,Mind Temple,0.529,0.378,10,-10.042,0.0365,0.536,0.917,0.353,0.26,139.989,4.0,study
Tenderly,133953,False,30,Gaccio,Tenderly,0.778,0.304,0,-15.091,0.0482,0.394,0.841,0.162,0.426,86.112,4.0,study
Chamomile,140199,False,5,"Sarah, the Illstrumentalist",FLOWERS,0.64,0.296,3,-9.142,0.0314,0.0238,0.896,0.153,0.337,112.018,5.0,study
Walk Around Lake Johnson,130574,False,9,"Sarah, the Illstrumentalist",Celebrate You,0.74,0.43,11,-6.127,0.053,0.384,0.654,0.118,0.345,89.538,4.0,study
Hawthorne,123186,False,10,"Sarah, the Illstrumentalist",FLOWERS,0.544,0.386,5,-8.803,0.0309,0.819,0.847,0.58,0.099,73.095,1.0,study
Lab,141333,False,35,Jon Droulis,Lab,0.346,0.417,10,-11.913,0.0361,0.567,0.856,0.122,0.317,90.038,4.0,study
roasted,127951,False,14,wavcrush,fin alley,0.716,0.683,2,-8.845,0.0387,0.0964,0.22,0.244,0.623,83.028,4.0,study
Digital Mania,93176,False,2,DGHTR,HoriZon Butterfly,0.798,0.0677,4,-10.967,0.0967,0.9,0.962,0.106,0.324,170.021,4.0,study
blue beach,158058,False,8,ilsey john,blue beach,0.714,0.396,5,-12.276,0.0498,0.687,0.865,0.114,0.21,83.005,4.0,study
The Marathon Will Continue (FOR NIPSEY),186024,False,4,Matt Large,21' Til Infinity,0.618,0.79,8,-6.961,0.0461,0.0484,0.744,0.2,0.527,89.001,4.0,study
Invisible Palette,179250,False,29,Obie Hans,Invisible Palette,0.569,0.149,8,-19.876,0.0472,0.84,0.889,0.102,0.359,118.493,3.0,study
Limoncello,146526,False,45,Green Bicycle,Limoncello,0.605,0.482,10,-13.173,0.03,0.288,0.853,0.151,0.124,94.995,4.0,study
Troddin,150857,False,35,LoFinga;FLKS;No Spirit,Troddin,0.683,0.217,0,-10.501,0.0562,0.788,0.889,0.0903,0.398,139.737,4.0,study
Bossy Bossa,87000,False,44,Hi Hat Henry,Soul Kitchen,0.719,0.332,10,-9.41,0.071,0.0372,0.922,0.166,0.408,159.976,4.0,study
Cielo,168000,False,3,Timothy Infinite,Cielo,0.575,0.489,1,-6.981,0.219,0.5,0.939,0.174,0.47,160.028,4.0,study
Narita to Tokyo,174246,False,6,Nathan Kawanishi;Kowrites,Narita to Tokyo,0.509,0.546,5,-12.42,0.0322,0.808,0.853,0.0973,0.202,146.15,4.0,study
Santa Tell Me,126789,False,0,Beat Oven,"Baby, It's Cold Outside",0.647,0.376,7,-10.623,0.0571,0.227,0.854,0.108,0.628,95.065,4.0,study
Four-Leaf Clover,101647,False,1,Beat Oven,En Vivo,0.618,0.377,3,-15.055,0.0593,0.0369,0.916,0.0982,0.679,170.139,4.0,study
Horizon Butterfly,120000,False,43,DGHTR,HoriZon Butterfly,0.78,0.446,11,-10.857,0.0898,0.564,0.864,0.104,0.507,90.019,4.0,study
May The Beats Be With You,129742,False,6,Beat Oven,Chewbappin’,0.656,0.434,8,-8.514,0.0713,0.0778,0.792,0.22,0.381,137.14,3.0,study
Inlay,138221,False,46,Dusty Decks,Neon Tapestries,0.737,0.184,6,-10.659,0.08,0.844,0.941,0.111,0.291,142.142,4.0,study
Conflicto,166817,False,14,Timothy Infinite,Cielo,0.784,0.724,6,-6.739,0.0503,0.0775,0.885,0.271,0.401,93.984,4.0,study
Nature's Love,150850,False,41,Justnormal,Spacemoons,0.664,0.35,5,-10.446,0.0268,0.93,0.079,0.116,0.312,99.993,4.0,study
Santa Is Running Late,116716,False,2,Timothy Infinite,Stocking Stuffers,0.735,0.43,7,-6.195,0.0397,0.477,0.88,0.186,0.227,76.995,4.0,study
Find Peace,125579,False,11,Justnormal,Don't You Leave,0.745,0.418,9,-7.27,0.0462,0.887,0.774,0.105,0.738,103.502,4.0,study
A Night Out,137691,False,11,Tiger Movie,A Night Out,0.848,0.172,10,-14.028,0.147,0.376,0.887,0.1,0.569,156.229,4.0,study
Guitara,155000,False,2,Timothy Infinite,Dia de Playa,0.846,0.681,10,-4.462,0.0547,0.45,0.912,0.0953,0.557,95.984,4.0,study
Misty Morning,125647,False,9,Justnormal,Seasonal Expression,0.729,0.399,8,-4.868,0.095,0.803,0.92,0.11,0.475,170.198,4.0,study
Boston City Hall,171464,False,35,Ewert,Boston City Hall,0.76,0.452,7,-5.884,0.107,0.243,0.864,0.0944,0.205,89.977,4.0,study
Liza waited,129223,False,31,Sail & Weep,Liza waited,0.794,0.237,2,-12.024,0.0657,0.601,0.884,0.119,0.446,84.917,4.0,study
green tulips,127894,False,13,when in NY,green tulips,0.74,0.118,2,-13.836,0.128,0.917,0.845,0.0861,0.249,86.019,4.0,study
Po' Prayer (Lofi Version),131400,False,3,Justnormal,Po' Prayer (lofi version),0.673,0.375,6,-10.266,0.0334,0.425,0.915,0.0974,0.085,99.995,4.0,study
Daydream,158571,False,39,Ensidya,Daydream,0.68,0.206,8,-10.361,0.0671,0.582,0.519,0.0957,0.168,70.094,4.0,study
Pink Waters,119776,False,14,dusty dexter,Pink Waters,0.61,0.436,1,-14.052,0.103,0.755,0.868,0.0993,0.537,80.026,4.0,study
behind the hill,132000,False,37,kenshin kai,behind the hill,0.752,0.312,7,-9.948,0.0572,0.332,0.864,0.167,0.688,180.003,4.0,study
Planet Side,136666,False,6,DGHTR,Planet Side,0.716,0.396,2,-8.186,0.0707,0.33,0.816,0.104,0.284,144.036,4.0,study
Strummer Boy,129819,False,45,Dusty Decks,RPM,0.681,0.36,11,-9.901,0.159,0.926,0.95,0.124,0.417,84.896,4.0,study
morning coffe,160507,False,20,inbetweenjobs,morning coffe,0.599,0.312,7,-11.95,0.133,0.706,0.269,0.0992,0.34,79.947,4.0,study
Artful Haze,160043,False,31,Obie Hans,Artful Haze,0.65,0.286,8,-16.552,0.0549,0.53,0.933,0.111,0.234,156.031,4.0,study
listen,163200,False,20,wavcrush,the odd essay,0.575,0.151,10,-17.081,0.192,0.259,0.687,0.0985,0.29,125.243,4.0,study
cheesus,126000,False,0,Giorgio Robertini,Slidetrue,0.598,0.336,9,-11.992,0.0769,0.778,0.942,0.103,0.0386,90.156,4.0,study
Lonely But I Like It,295100,False,30,Miso Colt,Lonely But I Like It,0.467,0.368,1,-14.641,0.0445,0.959,0.839,0.384,0.122,74.942,4.0,study
Sheep Rotation,121943,False,10,Jobii,Sheep Rotation,0.735,0.354,8,-9.891,0.12,0.0709,0.863,0.0811,0.583,87.006,4.0,study
Between The Lines,122666,False,42,Wasted Glitter,Between The Lines,0.738,0.63,6,-9.907,0.0332,0.235,0.894,0.265,0.603,89.995,4.0,study
strolling,138875,False,36,!nvite,strolling,0.857,0.381,2,-12.755,0.192,0.666,0.0191,0.126,0.329,84.997,4.0,study
Echo Cliff,120000,False,2,Kelly Kane,Echo Cliff,0.689,0.354,11,-12.841,0.113,0.879,0.937,0.114,0.55,160.114,4.0,study
life is a balloon,104470,False,34,frek!,comic sans,0.556,0.264,11,-12.118,0.145,0.482,0.697,0.102,0.501,169.955,4.0,study
Necklace - Coffe Ambience,154180,False,34,Azurenity,Necklace,0.418,0.152,0,-14.617,0.107,0.866,0.949,0.0962,0.152,147.867,4.0,study
Subway Signs,183007,False,8,Pepper and Po,Breaking News,0.792,0.0414,8,-14.461,0.0663,0.748,0.929,0.0902,0.418,79.985,4.0,study
undefined,101647,False,47,Twinkz,undefined,0.623,0.41,10,-14.545,0.0417,0.876,0.113,0.112,0.273,84.992,4.0,study
Mulholland Cruise,134579,False,19,Pat Laine,Mulholland Cruise,0.742,0.254,0,-15.696,0.0803,0.571,0.867,0.212,0.368,150.029,4.0,study
Yokohama,111750,False,34,Nathan Kawanishi,Freshman Tape,0.645,0.51,0,-8.353,0.194,0.873,0.882,0.216,0.767,79.797,4.0,study
Campsite Snoozin,175522,False,10,Timothy Infinite,Campsite Snoozin,0.519,0.567,1,-6.958,0.0673,0.804,0.52,0.0933,0.0384,133.997,4.0,study
modern grooves,96026,False,32,slån,modern grooves,0.781,0.155,10,-18.203,0.0607,0.71,0.907,0.0821,0.762,139.876,4.0,study
Playful,117000,False,30,Miss Sangria,Floweristic,0.633,0.498,9,-9.812,0.0311,0.535,0.768,0.153,0.233,80.035,4.0,study
cotton candy clouds,133333,False,46,Oscar Hollis,4WHEELS,0.579,0.157,3,-19.245,0.0572,0.296,0.923,0.11,0.151,143.996,4.0,study
Dorothea,118990,False,18,Plectric,Dorothea,0.641,0.323,9,-14.623,0.05,0.12,0.886,0.133,0.283,80.007,4.0,study
Skipping Rocks,141500,False,7,Justnormal,Gossamer,0.661,0.714,1,-7.915,0.0445,0.91,0.872,0.102,0.061,80.008,4.0,study
36mm,137294,False,26,Jobii,Cornucopia,0.534,0.475,8,-8.449,0.0763,0.519,0.932,0.117,0.487,78.16,4.0,study
Finer in Carolina,144374,False,9,"Sarah, the Illstrumentalist",Carolina Sound,0.663,0.375,7,-9.283,0.0734,0.0348,0.877,0.128,0.559,96.002,4.0,study
Long Walks,124807,False,40,Joi Casette,Long Walks,0.591,0.322,7,-9.765,0.0741,0.58,0.951,0.0768,0.42,156.647,4.0,study
Dialtone Diaries,254250,False,8,Miso Colt,Lonely But I Like It,0.487,0.516,5,-12.154,0.0625,0.952,0.86,0.125,0.604,167.357,4.0,study
Bapelujah,77802,False,34,Beat Oven,Bapelujah,0.756,0.414,11,-9.943,0.133,0.0518,0.789,0.118,0.541,90.969,4.0,study
Chungus,156750,False,28,Jobii,Runoff,0.693,0.393,5,-14.25,0.0403,0.808,0.9,0.111,0.0468,120.019,4.0,study
mosaic maker,151321,False,36,Rollin Hand,mosaic maker,0.538,0.404,7,-10.752,0.0375,0.721,0.415,0.139,0.117,155.768,4.0,study
Dream ON,107586,False,32,DGHTR,Dream ON,0.859,0.45,9,-6.839,0.0519,0.682,0.905,0.149,0.267,145.009,4.0,study
Common Sunflower,99317,False,45,Lekie Low,Common Sunflower,0.799,0.484,11,-8.4,0.0907,0.722,0.916,0.0903,0.552,87.02,4.0,study
Angel Delight,270735,False,2,Jimmy Lite Hands,Angel Delight,0.772,0.289,0,-8.394,0.0451,0.474,0.89,0.114,0.526,77.133,4.0,study
City Lights Spell Your Name,210200,False,24,Miso Colt,City Lights Spell Your Name,0.765,0.245,0,-12.94,0.0983,0.667,0.826,0.106,0.434,75.005,4.0,study
The Last Supper,109408,False,13,Beat Oven,Dinner’s Served,0.68,0.764,5,-8.859,0.0573,0.0664,0.927,0.46,0.956,93.033,4.0,study
Tainted Tuesday,215446,False,10,Matt Large,Tainted Tuesday,0.594,0.487,4,-8.086,0.039,0.49,0.947,0.105,0.147,78.983,3.0,study
