name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre
Lipstick Traces - 2007 Remaster,141013,False,53,UFO,Phenomenon (2007 Remaster),0.614,0.484,9,-8.853,0.033,0.158,0.109,0.0851,0.621,78.747,3.0,bluegrass
Collateral Damage,194267,False,27,Greensky Bluegrass,All for Money,0.338,0.374,5,-11.682,0.0316,0.722,0.00314,0.109,0.452,66.29,4.0,bluegrass
Rocky Island,111266,False,23,Ralph Stanley,Man Of Constant Sorrow,0.434,0.59,5,-12.291,0.0333,0.348,1.62e-06,0.223,0.402,136.312,4.0,bluegrass
Älä huoli tyttö,202813,False,35,Atomirotta,II,0.539,0.796,4,-5.35,0.0347,0.0629,3.65e-06,0.0779,0.601,119.03,4.0,bluegrass
Walking By Myself,175866,False,52,Gary Moore,Still Got The Blues,0.531,0.51,4,-13.928,0.0481,0.178,8.7e-05,0.282,0.8,128.427,4.0,bluegrass
At the End of the Day,278800,False,24,Yonder Mountain String Band,"Mountain Tracks, Vol. 2",0.53,0.567,7,-8.666,0.046,0.668,3.46e-06,0.554,0.673,117.606,4.0,bluegrass
Trouble,283706,False,23,Trampled by Turtles,Trouble,0.407,0.31,2,-11.873,0.0315,0.636,0.0218,0.131,0.336,119.185,4.0,bluegrass
Pearl of Carolina,233840,False,17,The Infamous Stringdusters,Toward the Fray,0.506,0.798,2,-6.466,0.0322,0.472,0.00593,0.198,0.602,114.798,4.0,bluegrass
Rig or Cross,152080,False,25,Split Lip Rayfield,I'll Be Around,0.613,0.882,7,-9.17,0.0286,0.228,0.0509,0.629,0.824,112.837,4.0,bluegrass
Farmers and Pharaohs,242736,False,22,Steep Canyon Rangers,Out in the Open,0.562,0.532,7,-10.82,0.033,0.617,0.000395,0.133,0.66,93.402,4.0,bluegrass
I Can't Go on This Way,123831,False,29,The Po' Ramblin' Boys,Back to the Mountains,0.526,0.761,10,-6.491,0.033,0.624,1.3e-06,0.238,0.908,139.514,4.0,bluegrass
Midnight Ferry,40880,False,23,The Greencards,Sweetheart of the Sun,0.721,0.196,9,-17.54,0.114,0.907,0.0852,0.103,0.283,80.553,4.0,bluegrass
"What'd I Say, Pt. 1 & 2",307053,False,63,Ray Charles,What'd I Say,0.54,0.681,4,-5.44,0.0508,0.808,0.0,0.162,0.794,88.385,4.0,bluegrass
Fiddler's Dram / Whiskey Before Breakfast,214000,False,21,Norman Blake,Whiskey Before Breakfast,0.422,0.419,10,-18.244,0.0464,0.831,0.766,0.263,0.972,114.252,4.0,bluegrass
Forgive,243360,False,31,The Steeldrivers,Bad For You,0.547,0.581,0,-7.32,0.0283,0.677,5.99e-05,0.226,0.684,88.813,4.0,bluegrass
Erase The Miles,292560,False,22,IIIrd Tyme Out,IIIrd Tyme Out,0.536,0.157,5,-18.52,0.0296,0.824,9.69e-05,0.108,0.193,96.635,4.0,bluegrass
Can't Get Home,209514,False,25,Steep Canyon Rangers,Out in the Open,0.572,0.74,10,-8.912,0.054,0.488,0.00144,0.158,0.764,163.157,4.0,bluegrass
I Wanna Dance with Somebody,251760,False,24,Pickin' On Series;Brad Davis;Makenzie Rains,Pickin' On the Biggest Hits of the 1980s Vol. 2,0.757,0.472,0,-6.962,0.0276,0.602,2.84e-05,0.211,0.707,129.953,4.0,bluegrass
On the Banks of the Ohio,206613,False,23,The Monroe Brothers,The Essential Bill Monroe,0.495,0.407,4,-11.501,0.036,0.816,0.000205,0.213,0.516,116.573,4.0,bluegrass
When You Come Back Down,232320,False,22,Nickel Creek,Reason's Why (The Very Best),0.454,0.284,6,-14.067,0.0312,0.696,0.00054,0.103,0.422,168.169,4.0,bluegrass
Snowin' On Raton,230746,False,39,Town Mountain,Heroes & Heretics,0.565,0.208,10,-12.778,0.0323,0.823,5.14e-06,0.109,0.449,148.024,4.0,bluegrass
I've Just Seen The Rock Of Ages,175493,False,23,Larry Sparks,The Old Church Yard,0.556,0.319,2,-12.601,0.047,0.699,0.000155,0.198,0.446,84.273,4.0,bluegrass
Honeybee,201716,False,26,Mipso,Old Time Reverie,0.571,0.316,7,-9.215,0.0274,0.641,3.54e-06,0.153,0.512,92.115,4.0,bluegrass
Offering,222106,False,31,The Avett Brothers,A Carolina Jubilee,0.342,0.442,7,-7.312,0.0294,0.24,0.00412,0.107,0.195,88.496,4.0,bluegrass
Can't Look Away,269800,False,23,The Wood Brothers,One Drop of Truth,0.523,0.585,5,-5.607,0.0765,0.0664,0.00127,0.117,0.385,140.88,4.0,bluegrass
Sally Ann,129053,False,22,Flatt & Scruggs,Foggy Mountain Banjo,0.354,0.756,7,-8.361,0.0353,0.0585,0.933,0.242,0.967,135.4,4.0,bluegrass
If You're Gonna Love Someone,293803,False,23,The Infamous Stringdusters,Rise Sun,0.525,0.745,7,-6.152,0.0281,0.129,0.0727,0.247,0.657,132.53,4.0,bluegrass
Wild Bill Jones,176920,False,28,Charlie Parr,Rooster,0.653,0.352,7,-11.372,0.03,0.962,0.462,0.123,0.397,101.341,4.0,bluegrass
Cheap Reward,190306,False,28,The Devil Makes Three,Do Wrong Right,0.66,0.559,9,-8.0,0.0356,0.484,3.65e-05,0.102,0.887,105.774,3.0,bluegrass
Phone Booth,112600,False,27,Carbonas,Carbonas,0.338,0.985,10,-6.238,0.166,0.00717,0.000526,0.743,0.132,104.665,4.0,bluegrass
Under the Double Eagle,106866,False,20,Donna Stoneman,100 Greatest Bluegrass Hits,0.262,0.836,0,-9.591,0.0367,0.513,0.941,0.202,0.981,175.044,4.0,bluegrass
Trouble in Mind - Live,191306,False,18,The Wood Brothers,Live at the Barn,0.496,0.159,9,-10.496,0.0364,0.872,0.00384,0.699,0.303,128.508,4.0,bluegrass
Reverend,333413,False,31,Greensky Bluegrass,All Access: Volume One,0.45,0.615,11,-8.158,0.0284,0.26,0.000387,0.82,0.62,113.073,4.0,bluegrass
Worried About the Weather,271613,False,26,Greensky Bluegrass,If Sorrows Swim,0.607,0.692,9,-6.601,0.0265,0.414,0.0322,0.259,0.677,129.08,4.0,bluegrass
Fall Like Rain,262640,False,29,Justin Moses,Fall Like Rain,0.592,0.523,10,-9.241,0.0275,0.536,0.00728,0.117,0.484,137.893,4.0,bluegrass
Hmmm.. Sudah Kuduga,233235,False,35,The Changcuters,Binauralis,0.721,0.732,4,-4.678,0.0306,0.0391,5.23e-06,0.156,0.741,120.041,4.0,bluegrass
Thunder Dan,191395,False,29,Sideline,Front and Center,0.484,0.728,4,-6.059,0.0376,0.398,6.36e-06,0.0646,0.69,186.042,4.0,bluegrass
In the Curve - Bonus Track,213706,False,31,The Avett Brothers,Emotionalism (Bonus Track Version),0.423,0.362,10,-6.906,0.0451,0.889,4.07e-06,0.087,0.364,174.173,3.0,bluegrass
Dawn is Coming,221840,False,22,Andy Thorn,Songs of the Sunrise Fox,0.54,0.435,10,-18.341,0.0443,0.966,0.775,0.0932,0.929,117.031,4.0,bluegrass
Pumped up Kicks,222243,False,30,Hayseed Dixie,"Grasswhoopin' Party Pack, Vol. 2",0.648,0.495,2,-7.198,0.0437,0.756,0.000887,0.138,0.918,130.405,4.0,bluegrass
Clara,201386,False,26,Punch Brothers,Who's Feeling Young Now?,0.691,0.495,2,-6.595,0.0293,0.839,1.59e-05,0.198,0.611,119.859,4.0,bluegrass
Trains I Missed,228853,False,33,Balsam Range,Trains I Missed,0.562,0.534,11,-8.125,0.0313,0.772,5.05e-05,0.126,0.504,93.12,4.0,bluegrass
Screams,257514,False,21,Greensky Bluegrass,Stress Dreams,0.588,0.534,9,-12.527,0.0271,0.458,0.0635,0.492,0.492,114.082,4.0,bluegrass
Bell Bottom Blues,301720,False,58,Derek & The Dominos,Layla And Other Assorted Love Songs (Remastered 2010),0.404,0.695,2,-6.162,0.034,0.587,0.0383,0.159,0.646,133.136,4.0,bluegrass
Long Hot Summer Days,288760,False,32,John Hartford,Mark Twang,0.591,0.177,9,-17.299,0.0811,0.926,0.00106,0.294,0.522,70.959,4.0,bluegrass
Uncle Pen - Single Version,163866,False,26,Bill Monroe & His Blue Grass Boys,Anthology,0.587,0.437,9,-12.422,0.0452,0.555,0.00185,0.244,0.743,110.586,4.0,bluegrass
Sister Rosetta Goes Before Us,195586,False,25,The Broken Circle Breakdown Bluegrass Band,The Broken Circle Breakdown (Original Motion Picture Soundtrack),0.55,0.218,0,-13.53,0.0279,0.843,0.000332,0.103,0.239,137.876,4.0,bluegrass
Home Sweet Home,160720,False,19,Bill Emerson,Gold Plated Banjo,0.461,0.634,2,-12.746,0.0329,0.737,0.97,0.307,0.962,127.129,4.0,bluegrass
Blue Night,143800,False,34,Hot Rize,Hot Rize,0.583,0.522,11,-13.405,0.0336,0.43,0.159,0.104,0.915,120.657,4.0,bluegrass
Burn for Free,209908,False,29,Trampled by Turtles,Blue Sky and the Devil,0.406,0.813,4,-10.632,0.0467,0.0687,0.186,0.175,0.816,130.457,4.0,bluegrass
Walking on Sunshine,224920,False,21,Pickin' On Series;Brad Davis;Lou Ann Price,Pickin' On the Biggest Hits of the 1980s Vol. 2,0.76,0.628,5,-6.891,0.0276,0.598,0.000175,0.119,0.889,108.971,4.0,bluegrass
Midnight Flyer,120360,False,26,The Osborne Brothers;Mac Wiseman,The Essential Osborne Brothers Collection,0.54,0.632,11,-6.553,0.0283,0.727,0.00575,0.105,0.888,137.564,4.0,bluegrass
"Steep Grade, Sharp Curves / Ramblin' Reprise",425306,False,20,Yonder Mountain String Band,"Mountain Tracks, Vol. 3",0.449,0.631,0,-7.071,0.0363,0.443,1.48e-05,0.817,0.678,92.982,4.0,bluegrass
Good Land,171093,False,1,Trampled by Turtles,Life is Good on the Open Road,0.463,0.685,5,-7.587,0.0324,0.114,0.6,0.0826,0.815,111.273,4.0,bluegrass
Where Do My Bluebird Fly,251213,False,31,Trout Steak Revival,Flight,0.556,0.546,7,-9.336,0.0333,0.745,0.000104,0.247,0.691,120.565,4.0,bluegrass
My Opening Farewell,249453,False,23,Alison Krauss & Union Station,Paper Airplane,0.558,0.3,0,-11.317,0.027,0.804,0.0,0.101,0.244,80.457,4.0,bluegrass
More Than I Am,214623,False,22,Mountain Heart,More Than I Am,0.675,0.431,7,-9.374,0.0408,0.722,0.00128,0.107,0.774,90.063,4.0,bluegrass
Strange as it Seems,268306,False,19,The Wood Brothers,One Drop of Truth,0.485,0.113,2,-13.116,0.0345,0.883,0.00763,0.108,0.0628,145.722,4.0,bluegrass
Trouble in Your Mind,175386,False,24,Carolina Chocolate Drops,Genuine Negro Jig,0.456,0.64,7,-5.645,0.0326,0.891,2.23e-05,0.126,0.898,140.597,4.0,bluegrass
Cumberland Gap,116373,False,28,Flatt & Scruggs,Foggy Mountain Banjo,0.396,0.903,11,-8.957,0.0332,0.209,0.791,0.232,0.974,151.121,4.0,bluegrass
HoBo,227440,False,32,Charlie Parr,I Ain't Dead Yet,0.576,0.357,0,-13.477,0.0283,0.741,0.013,0.206,0.404,104.916,4.0,bluegrass
It's So Hard to Hold On,217960,False,13,Trampled by Turtles,On the Highway,0.576,0.663,2,-7.999,0.0267,0.409,0.000339,0.128,0.581,126.367,4.0,bluegrass
"Maybe - Live From The Louisville Palace, Kentucky / 2002",265813,False,24,Alison Krauss & Union Station,Live,0.417,0.334,6,-11.139,0.039,0.718,0.0,0.674,0.23,111.684,4.0,bluegrass
Whisky,325906,False,35,Dzem,To ja zlodziej,0.376,0.677,0,-8.168,0.0389,0.0679,6.6e-06,0.101,0.707,130.49,4.0,bluegrass
Bonita And Bill Butler,243266,False,29,Alison Krauss & Union Station,Paper Airplane,0.456,0.619,4,-9.393,0.0332,0.224,5.38e-06,0.339,0.605,180.911,4.0,bluegrass
Pretty Bird (feat. Linda Ronstadt),158973,False,22,Laurie Lewis;The Right Hands;Linda Ronstadt,The Hazel and Alice Sessions,0.448,0.0185,6,-13.467,0.061,0.945,0.0,0.165,0.272,132.063,5.0,bluegrass
Última Chance,358608,False,6,Ministerio Ipiranga,Envia Tua Glória,0.261,0.214,4,-9.989,0.0313,0.864,0.0,0.253,0.0658,112.047,4.0,brazil
Gente Morta Não Conta História,190775,True,35,Yung Buda,Zero,0.729,0.508,1,-9.2,0.0931,0.0812,0.115,0.589,0.0824,159.992,4.0,brazil
Getsêmani,306580,False,43,Leonardo Gonçalves,Ressurreição: Inspiracional,0.533,0.496,8,-9.373,0.0474,0.721,4.64e-06,0.164,0.268,129.948,4.0,brazil
Rap du Bom Parte II - Mús. Incid.: Odara,435141,False,46,Rappin' Hood;Caetano Veloso,Sujeito Homem 2,0.881,0.712,4,-6.392,0.171,0.414,0.000105,0.113,0.656,95.014,4.0,brazil
Aquela Paz,176960,False,53,Charlie Brown Jr.,Imunidade Musical,0.586,0.487,11,-9.29,0.0341,0.769,0.0001,0.181,0.693,123.897,5.0,brazil
Dia Quente,301013,False,43,Rodolfo Abrantes,O Dia Que Será Pra Sempre,0.618,0.392,6,-7.29,0.0288,0.818,0.0,0.107,0.367,143.924,4.0,brazil
Vou Te Encontrar,266641,False,39,Nando Reis;Péricles,Vou Te Encontrar,0.595,0.486,7,-11.893,0.0266,0.32,0.0332,0.132,0.297,144.042,4.0,brazil
Amar-Te Mais,259160,False,57,Davidson Silva,Tomé,0.456,0.541,7,-7.175,0.0256,0.638,1.21e-05,0.204,0.205,139.984,4.0,brazil
Acordar Cedo,236466,False,45,Armandinho,Sol Loiro,0.599,0.628,0,-7.821,0.0282,0.52,1.38e-06,0.13,0.382,82.012,4.0,brazil
O Coro Vai Come - Ao Vivo,128106,False,51,Charlie Brown Jr.,Acústico (Ao Vivo),0.511,0.981,0,-5.329,0.0579,0.0301,0.0612,0.747,0.896,172.968,4.0,brazil
Não Vou Me Adaptar - Ao Vivo,276887,False,45,Nando Reis;Arnaldo Antunes,Não Vou Me Adaptar (Ao Vivo),0.523,0.711,10,-8.151,0.0395,0.329,0.0482,0.751,0.403,80.796,4.0,brazil
Magika,246070,True,36,Yung Buda,Zero,0.809,0.264,1,-11.249,0.0828,0.614,0.0442,0.295,0.197,132.04,4.0,brazil
Peixes,159344,True,45,Xamã;Bagua Records;Portugal No Beat;Xavi,Zodíaco,0.858,0.636,1,-4.99,0.0897,0.107,0.0,0.127,0.647,122.05,4.0,brazil
Refrigera Minhalma - Ao Vivo,345866,False,47,Colo de Deus,Ser Mais do Que Ter (Ao Vivo),0.328,0.753,4,-6.438,0.0501,0.489,0.0,0.371,0.26,133.145,4.0,brazil
Pintura íntima,265426,False,47,Kid Abelha,Greatest Hits 80's,0.617,0.672,5,-7.817,0.0302,0.0855,0.000125,0.052,0.931,135.518,4.0,brazil
Cresça,323500,False,49,Leandro Borges;Vanilda Bordieri,"Deus, Eu e Meu Violão",0.472,0.843,7,-5.27,0.0977,0.41,0.0,0.104,0.503,148.084,4.0,brazil
Baader-Meinhof Blues,207533,False,41,Legião Urbana,Legião Urbana 30 Anos,0.253,0.831,9,-5.41,0.0456,0.012,6.62e-05,0.508,0.657,189.72,4.0,brazil
Amor Maior,197277,False,42,Jota Quest;Jão,Collab,0.614,0.394,5,-11.954,0.0447,0.307,0.0,0.128,0.296,139.952,4.0,brazil
Foi a Mão de Deus,408181,False,51,Sued Silva,Foi a Mão de Deus,0.37,0.53,2,-6.736,0.0402,0.0736,0.0,0.132,0.371,121.729,4.0,brazil
Banco De Areia,174106,False,49,Maneva;MC Hariel,Caleidoscópico,0.607,0.704,8,-6.567,0.0488,0.101,0.0,0.3,0.897,162.944,4.0,brazil
Tempo de Vencer,240373,False,49,Jamily,Seleção De Ouro,0.455,0.405,7,-12.193,0.0265,0.329,0.0,0.119,0.149,75.971,4.0,brazil
Um Tiro no Coração,302052,False,47,Nando Reis;Pitty,Um Tiro no Coração,0.766,0.776,2,-5.381,0.0291,0.184,0.0,0.113,0.576,132.098,4.0,brazil
Dias de Guerra,294312,False,57,Valesca Mayssa;Stella Laura,De Janeiro a Dezembro,0.568,0.616,1,-5.372,0.0351,0.366,0.0,0.119,0.391,137.845,4.0,brazil
Tudo azul,218066,False,3,Lulu Santos,Só as Melhores do Pop Rock Brasileiro,0.565,0.61,0,-13.236,0.0372,0.568,0.0,0.245,0.921,93.504,4.0,brazil
Espiral de Ilusão,220800,False,31,Criolo,Espiral de Ilusão,0.776,0.314,2,-9.513,0.034,0.881,0.000723,0.139,0.476,124.055,4.0,brazil
Apocalipse,402826,False,47,Damares,Apocalipse,0.596,0.752,2,-2.41,0.0497,0.444,0.0,0.141,0.529,145.961,4.0,brazil
Não vou me adaptar,221733,False,0,Titãs,Ressaquinha,0.536,0.399,10,-7.579,0.0319,0.307,0.000327,0.105,0.476,81.371,4.0,brazil
Minha Tristeza,208526,False,32,Maneva,#Somosmaneva,0.74,0.642,2,-5.887,0.11,0.489,2.94e-06,0.0711,0.925,167.975,4.0,brazil
Enquanto Houver Sol,183093,False,48,Titãs,As Grandes Décadas Da Música Popular Brasileira,0.665,0.596,4,-3.896,0.0267,0.149,4.84e-05,0.327,0.207,115.265,4.0,brazil
1° De Julho,290200,False,45,Legião Urbana,A Tempestade,0.602,0.638,7,-7.761,0.0372,0.217,0.015,0.0856,0.52,171.512,4.0,brazil
Tudo Que Ela Gosta De Escutar - Ao Vivo,190960,False,51,Charlie Brown Jr.,Acústico (Ao Vivo),0.513,0.89,5,-5.253,0.0728,0.0319,0.00108,0.687,0.73,122.698,4.0,brazil
Não Mais Escravos,288141,False,45,Fredy Miller,Não Mais Escravos,0.244,0.684,10,-7.798,0.0384,0.0188,0.000585,0.239,0.135,73.085,4.0,brazil
Tantum Ergo,314746,False,50,Irmã Kelly Patrícia;Padre Marcelo Rossi;Padre Fábio De Melo;Padre Reginaldo Manzotti;Padre Omar;Padre Juarez de Castro;Padre Gleuson Gomes,No Coração da Jornada,0.272,0.161,4,-13.479,0.0314,0.884,2.07e-05,0.12,0.221,102.972,5.0,brazil
Paz Mental,290999,False,23,Reiki Armonía,Música Relajante para Reiki - Canciones de Fondo Spa para Tratamiento Ayurvedico,0.0672,0.0903,9,-23.496,0.0401,0.97,0.977,0.093,0.0361,76.042,4.0,brazil
Só Existe Um Lugar - Ao Vivo,427917,False,43,Nívea Soares;Isaias Saad,Só Existe Um Lugar (Ao Vivo),0.489,0.674,2,-8.627,0.0362,0.0405,1.52e-06,0.644,0.18,131.963,4.0,brazil
De Malas Prontas,394353,False,46,Rodolfo Abrantes,De Malas Prontas,0.59,0.489,9,-7.864,0.0259,0.124,0.0269,0.0926,0.302,79.974,4.0,brazil
Sicko Drop,147976,False,70,KVSH;Schillist,Sicko Drop,0.843,0.713,0,-5.487,0.0851,0.0276,0.76,0.0961,0.298,123.983,4.0,brazil
Batiza-Me - Ao Vivo,408133,False,42,Fernandinho,Galileu (ao Vivo),0.462,0.588,9,-6.404,0.0296,0.215,6e-06,0.598,0.146,141.151,4.0,brazil
Deus Cuida de Mim,317310,False,45,Padre Fábio De Melo,O Amor Me Elegeu,0.23,0.369,2,-12.808,0.0345,0.485,8.32e-05,0.0828,0.206,81.356,4.0,brazil
Colisão,228066,False,47,Anderson Freire,Identidade,0.56,0.666,4,-6.523,0.0321,0.448,0.0,0.232,0.686,138.041,4.0,brazil
De Conexion,96302,False,8,Cuencos Tibetanos Sonidos Relajantes,Tibetanos Sonidos Relajantes,0.121,0.242,8,-17.98,0.0375,0.000878,0.813,0.12,0.0362,85.784,4.0,brazil
Não Posso Desistir,216918,False,39,Cassiane,Não Posso Desistir,0.601,0.541,5,-7.023,0.0422,0.319,0.0,0.173,0.348,128.942,4.0,brazil
Baila,177103,True,40,Froid;Nagalli,Baila,0.8,0.46,0,-8.735,0.0551,0.473,0.00105,0.104,0.585,145.002,4.0,brazil
Eu Vou Correr,239013,False,45,Heloisa Rosa,Eu Vou Correr,0.554,0.722,4,-6.473,0.0325,0.00263,0.0,0.745,0.278,125.063,4.0,brazil
Preto Zica,123370,False,56,Racionais MC's;DJ Cia,Cores & Valores,0.742,0.606,1,-7.277,0.222,0.0598,0.00028,0.14,0.582,85.005,4.0,brazil
Fiz Esse Som Pra Você - Acústica,209339,False,43,Gabriel Elias,Fiz Esse Som Pra Você,0.773,0.306,4,-11.519,0.0393,0.778,0.0,0.166,0.753,114.034,4.0,brazil
"Vem, Eu Mostrarei",214087,False,44,Karen Keldani;Fabio Keldani,Minha Fé,0.252,0.217,1,-10.745,0.0304,0.883,0.0,0.121,0.163,69.779,5.0,brazil
FINGE QUE ME ODEIA,161000,False,51,Flora Matos,FLORA DE CONTROLE,0.754,0.553,11,-8.757,0.0491,0.168,0.0,0.149,0.619,148.025,4.0,brazil
A mais pedida,233733,False,1,Raimundos;Érica Martins,Só as Melhores do Pop Rock Brasileiro,0.538,0.825,0,-4.021,0.0478,0.0105,1.43e-05,0.0693,0.467,125.056,4.0,brazil
Promises Never Fail - Live,297000,False,46,Bethel Music;Emmy Rose,Victory (Live),0.383,0.836,3,-4.788,0.0468,0.101,0.0,0.229,0.26,146.052,4.0,brazil
Verdades Do Tempo,259145,False,51,Thiago Brado,Eu Me Rendo,0.175,0.38,4,-9.26,0.0326,0.0932,0.0,0.0743,0.0898,50.451,4.0,brazil
Nas Asas do Senhor,289840,False,44,Alessandra Salles;Eros Biondini,Vaso de Barro,0.46,0.537,7,-6.989,0.029,0.652,1.65e-06,0.134,0.409,123.858,4.0,brazil
O tempo não para,272173,False,45,Barão Vermelho,Balada MTV,0.525,0.694,4,-7.208,0.0372,0.0474,0.0,0.738,0.42,136.627,4.0,brazil
Cenáculo de Amor,244706,False,48,Walmir Alencar,Misericórdia Infinita,0.617,0.354,9,-9.965,0.0352,0.483,0.0,0.2,0.579,184.181,4.0,brazil
Proibida Pra Mim (Grazon) - Ao Vivo,151666,False,51,Charlie Brown Jr.,Acústico (Ao Vivo),0.345,0.976,8,-4.74,0.0487,0.000587,0.0507,0.487,0.818,181.121,4.0,brazil
Petit Pays,226160,False,26,Cesária Evora,Best Of,0.555,0.486,4,-11.584,0.0324,0.79,0.0,0.256,0.836,156.17,4.0,brazil
Sete Cidades,205800,False,51,Legião Urbana,As Quatro Estações,0.41,0.626,9,-13.01,0.0316,0.0055,0.000106,0.19,0.594,78.895,4.0,brazil
Hope Of The Ages - Live,396646,False,35,Hillsong Worship;Reuben Morgan,These Same Skies (Live),0.229,0.503,11,-8.769,0.03,0.0051,0.0,0.105,0.148,99.938,3.0,brazil
Poderoso Deus,290600,False,48,Tony Allysson,Poderoso Deus,0.488,0.553,0,-6.097,0.0306,0.52,9.49e-06,0.16,0.217,139.816,4.0,brazil
De Mais Ninguém,187226,False,18,Edu Ribeiro,Luau,0.737,0.619,2,-8.131,0.0292,0.0837,0.0,0.0901,0.588,133.949,4.0,brazil
Heaven Is My Home - Live,289179,False,31,Planetshakers,Greater (Live),0.498,0.957,1,-5.807,0.162,0.00527,0.0,0.477,0.205,128.028,4.0,brazil
Eu Me Rendo,372826,False,48,Renascer Praise,Renascer Praise 13: A Colheita,0.245,0.579,11,-8.424,0.0311,0.0734,0.0,0.813,0.22,146.345,4.0,brazil
Hey Hey (Heard You Say),233333,False,0,Cat Dealers;Lukas Vane;Elise LeGrow,Armada Music - ADE 2022,0.735,0.909,8,-5.235,0.0736,0.0805,0.104,0.137,0.543,126.021,4.0,brazil
Você Não Imagina,318020,False,55,Delino Marçal;Midian Lima,Você Não Imagina,0.504,0.526,4,-6.724,0.0317,0.273,0.0,0.15,0.342,116.349,4.0,brazil
Golpe Baixo,204000,False,37,Fabio Brazza;Vulto;Vitin,Golpe Baixo,0.488,0.589,5,-8.809,0.11,0.49,0.0,0.281,0.764,83.103,4.0,brazil
Todos Os Meus Dias - Ao Vivo,204700,False,58,Gabriel Guedes de Almeida,Todos Os Meus Dias (Ao Vivo),0.509,0.656,6,-7.574,0.0327,0.0315,2.12e-06,0.102,0.409,138.057,4.0,brazil
Quando o Mundo Cai Ao Meu Redor - Ao Vivo,297540,False,44,Juliano Son,Mais um Dia (ao Vivo),0.216,0.823,0,-5.53,0.0541,0.0642,0.0,0.594,0.298,164.412,4.0,brazil
Fumaça (Ao Vivo),408805,False,1,Casa Worship;Léo Brandão;Julliany Souza,Fumaça (Ao Vivo),0.274,0.792,5,-8.035,0.0663,0.0657,0.0,0.681,0.212,134.471,4.0,brazil
Rebelde Sem Causa - Acústico,175280,False,44,Ultraje a Rigor,Acústico Mtv,0.457,0.911,0,-6.373,0.0782,0.14,0.000228,0.711,0.669,173.135,4.0,brazil
Eu Vou Crer em Ti,455294,False,48,Frei Gilson,Eu Vou Crer em Ti,0.511,0.862,6,-7.242,0.0443,0.0768,1.92e-05,0.697,0.233,135.978,4.0,brazil
Labareda - Ao Vivo,269282,False,61,Jefferson & Suellen,Labareda (Ao Vivo),0.348,0.843,9,-6.963,0.08,0.116,0.0,0.105,0.306,133.038,4.0,brazil
Amanhã ou Depois,203466,False,53,Nenhum De Nós,Histórias Reais Seres Imaginários,0.56,0.783,7,-5.695,0.0249,0.136,1.18e-05,0.329,0.734,94.008,4.0,brazil
bingo,165454,False,45,Don L,Roteiro pra Aïnouz (Vol. 2),0.868,0.676,1,-6.297,0.107,0.404,3.59e-05,0.0813,0.739,132.015,4.0,brazil
Eternas Ondas (Ao Vivo),261773,False,44,Zé Ramalho,Zé Ramalho Ao Vivo 2005,0.471,0.715,1,-5.131,0.0314,0.0792,0.000993,0.787,0.359,135.55,4.0,brazil
Pula,182106,False,51,Tihuana,Ilegal,0.78,0.937,9,-4.108,0.147,0.0319,0.0,0.102,0.935,137.156,4.0,brazil
She Moves,183719,False,22,Dub Pistols;TK,Rum & Coke,0.748,0.769,7,-8.616,0.121,0.1,3.01e-05,0.145,0.861,97.548,4.0,breakbeat
Shifting Gears,168416,False,20,Plump DJs,Headthrash,0.706,0.966,7,-4.116,0.0576,0.0085,0.000189,0.0894,0.789,123.038,4.0,breakbeat
ONE MAN ARMY,254160,False,27,The Prodigy;Tom Morello,Spawn The Album,0.631,0.977,9,-6.043,0.0446,0.00921,0.692,0.0802,0.239,107.226,4.0,breakbeat
Dubassex (Wish You Were Here),295706,False,12,Rabbit In The Moon,Decade,0.646,0.859,2,-6.096,0.0626,0.000467,0.000972,0.309,0.28,109.705,4.0,breakbeat
Swoon,365080,False,49,The Chemical Brothers,Further,0.492,0.773,2,-5.845,0.0369,0.0022,0.835,0.305,0.197,123.974,4.0,breakbeat
All Or Nothing,252000,False,16,Datsik,Let It Burn,0.544,0.954,11,-3.296,0.0327,1.31e-05,0.593,0.103,0.319,140.016,4.0,breakbeat
Fast Life,275053,False,17,Freestylers,Adventures In Freestyle,0.655,0.946,1,-5.568,0.0318,0.000261,0.000217,0.0569,0.751,137.973,4.0,breakbeat
Soundboy - Riddim Punks Vocal Remix,268800,False,9,Dub Pistols;Cheshire Cat;Riddim Punks,Addict - the Remixes (Vol 2),0.796,0.94,6,-1.317,0.0872,0.0557,0.0,0.127,0.384,87.496,4.0,breakbeat
